Dataset,Target,Strategy,Train_F1,Train_MCC,Test_Acc,Test_F1,Test_MCC,Complexity,Weighted_Cplx,Formula
MW1,MCC,WEIGHTED,0.36363636363636365,0.30644418949698216,0.78,0.42105263157894735,0.38604401609572414,3,3,(x0 add -5.057)
MW1,MCC,WEIGHTED,0.41379310344827586,0.4100256096657056,0.88,0.25,0.1965021149155211,3,5,(x2 div 8.908)
MW1,MCC,WEIGHTED,0.47619047619047616,0.41548180186538547,0.86,0.2222222222222222,0.14744195615489714,4,7,log((x0 add -5.057))
MW1,MCC,WEIGHTED,0.42857142857142855,0.4422689813358516,0.86,0.0,-0.06804138174397717,4,9,log((x2 div 8.908))
PC1,F1,SIMPLE,0.35294117647058826,0.29188761611940894,0.8382352941176471,0.15384615384615385,0.06773203340821697,1,1,x20
PC1,F1,SIMPLE,0.3617021276595745,0.30222614045512075,0.8529411764705882,0.2857142857142857,0.21405182040380274,2,5,log(x4)
PC1,F1,SIMPLE,0.38095238095238093,0.329622826990355,0.8823529411764706,0.2,0.13799763351003697,3,3,(x4 min x20)
PC1,F1,SIMPLE,0.3902439024390244,0.34180269442579747,0.8897058823529411,0.34782608695652173,0.28803442826693076,4,7,log((x4 add -3.785))
PC1,F1,SIMPLE,0.45569620253164556,0.41674305713296167,0.9044117647058824,0.23529411764705882,0.19891547442913024,5,11,(log(log(x3)) add x20)
PC1,F1,SIMPLE,0.4675324675324675,0.4329213882341322,0.8970588235294118,0.125,0.08535186590336083,6,15,log((log(log(x3)) add x20))
PC1,F1,WEIGHTED,0.35294117647058826,0.29188761611940894,0.8382352941176471,0.15384615384615385,0.06773203340821697,1,1,x20
PC1,F1,WEIGHTED,0.3617021276595745,0.30222614045512075,0.8529411764705882,0.2857142857142857,0.21405182040380274,2,5,log(x4)
PC1,F1,WEIGHTED,0.3695652173913043,0.31168734079208804,0.8602941176470589,0.17391304347826086,0.097875776595559,4,6,(sqrt(x20) min x4)
PC1,F1,WEIGHTED,0.4032258064516129,0.35258998701096167,0.8235294117647058,0.14285714285714285,0.050964719143762556,6,8,((x20 min -9.754) add sqrt(x17))
PC1,F1,WEIGHTED,0.3893805309734513,0.33249672867162616,0.8529411764705882,0.3333333333333333,0.2694013866026359,7,7,((-5.057 min x20) add (-5.057 add x4))
PC1,F1,WEIGHTED,0.42857142857142855,0.38129291794178766,0.8676470588235294,0.18181818181818182,0.10981818181818181,8,11,((-9.754 min x21) add (log(x19) min x4))
PC1,F1,WEIGHTED,0.42857142857142855,0.38129291794178766,0.8676470588235294,0.18181818181818182,0.10981818181818181,8,11,((-9.754 min x20) add (log(x19) min x4))
PC1,F1,WEIGHTED,0.4222222222222222,0.3701501622798962,0.8455882352941176,0.16,0.07699929078471955,8,10,((-9.754 min x20) add (sqrt(x17) min x4))
PC1,MCC,SIMPLE,0.3516483516483517,0.2926116487182696,0.8676470588235294,0.18181818181818182,0.10981818181818181,1,1,x20
PC1,MCC,SIMPLE,0.3582089552238806,0.33965360179364107,0.8970588235294118,0.2222222222222222,0.17500053932695078,3,8,log(sqrt(x4))
PC1,MCC,SIMPLE,0.3548387096774194,0.35968396493738175,0.9191176470588235,0.26666666666666666,0.26758794028342153,4,7,log((x3 sub x20))
PC1,MCC,SIMPLE,0.4,0.3759148515875408,0.8897058823529411,0.21052631578947367,0.15506596836654568,8,12,log(((-9.754 max x4) min (x33 mul x20)))
PC1,MCC,SIMPLE,0.4,0.3759148515875408,0.8897058823529411,0.21052631578947367,0.15506596836654568,8,12,log(((x20 max x4) min (x33 mul x20)))
PC1,MCC,WEIGHTED,0.3516483516483517,0.2926116487182696,0.8676470588235294,0.18181818181818182,0.10981818181818181,1,1,x20
PC1,MCC,WEIGHTED,0.3548387096774194,0.35968396493738175,0.9191176470588235,0.26666666666666666,0.26758794028342153,4,7,log((x3 sub x20))
PC1,MCC,WEIGHTED,0.3492063492063492,0.34744855569172334,0.9191176470588235,0.26666666666666666,0.26758794028342153,4,6,sqrt((x11 sub x3))
PC2,F1,SIMPLE,0.19047619047619047,0.1788882301892488,0.8689655172413793,0.0,-0.05118958295600734,1,1,x19
PC2,F1,SIMPLE,0.20512820512820512,0.24140910472470198,0.8275862068965517,0.0,-0.06147170228705252,2,5,log(x19)
PC2,F1,SIMPLE,0.24615384615384617,0.27848619421726756,0.8344827586206897,0.0,-0.05981570970630743,3,8,log(sqrt(x19))
PC2,F1,SIMPLE,0.25396825396825395,0.2853324542579815,0.8689655172413793,0.09523809523809523,0.09221434371298982,7,7,((-2.084 max x19) min (x3 add -6.482))
PC2,F1,SIMPLE,0.2857142857142857,0.31267195079167676,0.8551724137931035,0.0,-0.054720599565950004,12,20,((x29 div x34) mul log(((1.819 div -1.293) add (x19 max x3))))
PC2,F1,WEIGHTED,0.19047619047619047,0.1788882301892488,0.8689655172413793,0.0,-0.05118958295600734,1,1,x19
PC2,F1,WEIGHTED,0.24615384615384617,0.27848619421726756,0.8344827586206897,0.0,-0.05981570970630743,3,8,log(sqrt(x19))
PC2,F1,WEIGHTED,0.21052631578947367,0.24642089736822245,0.8344827586206897,0.0,-0.05981570970630743,3,5,(x29 div x34)
PC2,F1,WEIGHTED,0.3333333333333333,0.3528196966287322,0.8551724137931035,0.0,-0.054720599565950004,11,17,(log((x19 mul sqrt((x27 sub x33)))) min (x3 add -6.482))
PC2,F1,WEIGHTED,0.43243243243243246,0.4363076703432623,0.9172413793103448,0.0,-0.03739110120131827,12,18,(log(((x29 div x34) mul (x15 add 1.312))) min (x3 add -6.482))
PC2,F1,WEIGHTED,0.43243243243243246,0.4363076703432623,0.9172413793103448,0.0,-0.03739110120131827,12,18,(log(((x29 div x34) mul (x15 add x19))) min (x3 add -6.482))
PC2,MCC,SIMPLE,0.1797752808988764,0.21713527904730534,0.8206896551724138,0.07142857142857142,0.06192023745066545,1,1,x19
PC2,MCC,SIMPLE,0.17054263565891473,0.24437959270582368,0.7310344827586207,0.09302325581395349,0.1270923694712727,2,5,log(x3)
PC2,MCC,SIMPLE,0.24615384615384617,0.27848619421726756,0.8344827586206897,0.0,-0.05981570970630743,3,8,log(sqrt(x19))
PC2,MCC,SIMPLE,0.192,0.27982195723576503,0.7241379310344828,0.047619047619047616,0.02109929749605217,11,20,log((((x9 mul x3) div (x24 add x6)) max log(x12)))
PC2,MCC,SIMPLE,0.192,0.27982195723576503,0.7241379310344828,0.047619047619047616,0.02109929749605217,11,20,log((((x9 mul x3) div (x24 add x6)) max log(x19)))
PC2,MCC,WEIGHTED,0.1797752808988764,0.21713527904730534,0.8206896551724138,0.07142857142857142,0.06192023745066545,1,1,x19
PC2,MCC,WEIGHTED,0.176,0.2502942927652024,0.7448275862068966,0.0975609756097561,0.13372856400249997,3,3,(x1 min x3)
PC2,MCC,WEIGHTED,0.25,0.2818627118739722,0.8344827586206897,0.0,-0.05981570970630743,3,4,(x19 mul 6.015)
PC2,MCC,WEIGHTED,0.22448979591836735,0.2993600028045838,0.7793103448275862,0.1111111111111111,0.152216799558529,6,14,log((sqrt(x3) min log(x2)))
PC2,MCC,WEIGHTED,0.26229508196721313,0.29257071278065555,0.8551724137931035,0.0,-0.054720599565950004,8,12,log(((1.431 max x3) min (x33 mul x19)))
PC2,MCC,WEIGHTED,0.3448275862068966,0.3299861566850737,0.9103448275862069,0.13333333333333333,0.13219202483324305,33,49,(log(((x19 div (x10 add x33)) add ((x8 mul x3) div (x30 min x14)))) sub ((x19 sub (log(x19) add (7.850 add -8.850))) min (sqrt((x16 max x10)) add log((-5.487 min x19)))))
PC3,F1,SIMPLE,0.3699731903485255,0.27693988188460317,0.6919431279620853,0.32989690721649484,0.2212716123363211,1,1,x3
PC3,F1,SIMPLE,0.42424242424242425,0.3520361651823313,0.7725118483412322,0.4666666666666667,0.4113277089448768,2,5,log(x0)
PC3,F1,SIMPLE,0.43360433604336046,0.36739003968424766,0.7677725118483413,0.46153846153846156,0.4056984898740706,4,7,log((x3 max x0))
PC3,F1,WEIGHTED,0.3699731903485255,0.27693988188460317,0.6919431279620853,0.32989690721649484,0.2212716123363211,1,1,x3
